page_url,date,page_views,page_avg_time,page_bounce_rate
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210520,18,0:01:24,75.00%
ubuntu.com/engage/robot-operating-system-choice,20210506,17,0:00:25,90.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210404,17,0:00:05,94.12%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210628,17,0:00:28,93.33%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210630,17,0:00:12,84.62%
ubuntu.com/engage/robot-operating-system-choice,20210622,16,0:01:12,80.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211228,16,0:01:10,76.92%
ubuntu.com/engage/robot-operating-system-choice,20210422,15,0:02:28,92.86%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210828,15,0:01:46,83.33%
ubuntu.com/engage/dockerandros,20211122,14,0:04:58,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210504,14,0:02:09,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210713,14,0:04:31,50.00%
ubuntu.com/engage/robot-operating-system-choice,20210714,14,0:01:39,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210322,14,0:01:04,78.57%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211215,14,0:00:39,76.92%
ubuntu.com/engage/robot-operating-system-choice,20210621,13,0:01:35,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210629,13,0:00:30,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210908,13,0:01:37,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211103,13,0:00:43,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211229,13,0:00:21,33.33%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210521,13,0:01:22,75.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210601,13,0:01:59,40.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210728,13,0:00:32,90.91%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210801,13,0:01:07,72.73%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210829,13,0:01:26,63.64%
ubuntu.com/engage/robot-operating-system-choice,20210520,12,0:00:39,88.89%
ubuntu.com/engage/robot-operating-system-choice,20210617,12,0:01:26,87.50%
ubuntu.com/engage/robot-operating-system-choice,20210813,12,0:02:11,50.00%
ubuntu.com/engage/robot-operating-system-choice,20211004,12,0:02:19,50.00%
ubuntu.com/engage/robot-operating-system-choice,20211008,12,0:00:40,85.71%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210331,12,0:00:39,87.50%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210922,12,0:00:52,80.00%
ubuntu.com/engage/robot-operating-system-choice,20210127,11,0:00:27,81.82%
ubuntu.com/engage/robot-operating-system-choice,20210509,11,0:03:04,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210731,11,0:01:20,71.43%
ubuntu.com/engage/robot-operating-system-choice,20210829,11,0:00:31,66.67%
ubuntu.com/engage/robot-operating-system-choice,20211005,11,0:01:55,85.71%
ubuntu.com/engage/robot-operating-system-choice,20211101,11,0:01:06,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211110,11,0:00:53,33.33%
ubuntu.com/engage/ros-support,20211022,11,0:16:46,88.89%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210308,11,0:01:42,80.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210730,11,0:04:27,80.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210731,11,0:09:05,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210826,11,0:01:19,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210408,10,0:00:26,87.50%
ubuntu.com/engage/robot-operating-system-choice,20210429,10,0:00:08,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210603,10,0:02:21,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210706,10,0:00:28,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210816,10,0:01:04,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210820,10,0:02:16,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210821,10,0:01:10,50.00%
ubuntu.com/engage/robot-operating-system-choice,20210831,10,0:02:02,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211009,10,0:00:11,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211130,10,0:01:24,100.00%
ubuntu.com/engage/ros-support,20210705,10,0:01:35,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210524,10,0:01:22,60.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210813,10,0:02:44,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210827,10,0:00:25,80.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210830,10,0:01:05,88.89%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210930,10,0:01:46,66.67%
ubuntu.com/engage/robot-operating-system-choice,20210103,9,0:00:00,77.78%
ubuntu.com/engage/robot-operating-system-choice,20210209,9,0:00:48,88.89%
ubuntu.com/engage/robot-operating-system-choice,20210516,9,0:01:06,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210524,9,0:00:15,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210530,9,0:00:07,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210607,9,0:01:00,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210712,9,0:03:07,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210910,9,0:00:23,75.00%
ubuntu.com/engage/robot-operating-system-choice,20211118,9,0:00:39,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211201,9,0:00:35,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211205,9,0:01:17,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211206,9,0:02:15,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211222,9,0:03:09,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210104,9,0:03:54,80.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210302,9,0:00:21,50.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210831,9,0:01:32,66.67%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211222,9,0:00:22,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210430,8,0:00:55,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210505,8,0:00:42,50.00%
ubuntu.com/engage/robot-operating-system-choice,20210517,8,0:01:39,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210518,8,0:00:34,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210606,8,0:00:20,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210623,8,0:00:53,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210704,8,0:00:10,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210825,8,0:00:14,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210828,8,0:00:32,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210911,8,0:03:31,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210922,8,0:00:40,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210927,8,0:00:41,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210929,8,0:00:24,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211015,8,0:01:13,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211024,8,0:01:10,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211117,8,0:00:44,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211124,8,0:00:30,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211203,8,0:00:29,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211208,8,0:00:42,66.67%
ubuntu.com/engage/robot-operating-system-choice,20211210,8,0:00:55,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211211,8,0:00:04,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210209,8,0:01:15,66.67%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210323,8,0:00:25,87.50%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210523,8,0:01:38,83.33%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210805,8,0:02:18,50.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211020,8,0:03:40,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211128,8,0:03:13,83.33%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211216,8,0:00:59,66.67%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211231,8,0:00:36,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210204,7,0:04:15,66.67%
ubuntu.com/engage/robot-operating-system-choice,20210515,7,0:00:22,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210525,7,0:07:17,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210609,7,0:00:57,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210618,7,0:00:40,75.00%
ubuntu.com/engage/robot-operating-system-choice,20210619,7,0:00:05,50.00%
ubuntu.com/engage/robot-operating-system-choice,20210720,7,0:01:32,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210721,7,0:00:43,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210803,7,0:01:38,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210817,7,0:00:17,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210827,7,0:00:36,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211017,7,0:00:39,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211018,7,0:00:42,50.00%
ubuntu.com/engage/robot-operating-system-choice,20211019,7,0:01:46,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211027,7,0:00:31,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211116,7,0:00:28,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211128,7,0:00:52,75.00%
ubuntu.com/engage/robot-operating-system-choice,20211204,7,0:00:17,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211209,7,0:00:31,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211214,7,0:00:10,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211216,7,0:04:37,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211227,7,0:00:10,100.00%
ubuntu.com/engage/ros-support,20210908,7,0:22:09,50.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210112,7,0:09:34,75.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210204,7,0:00:58,75.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210208,7,0:00:49,83.33%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210415,7,0:02:29,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210531,7,0:00:07,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210621,7,0:02:55,25.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210729,7,0:03:22,60.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210825,7,0:00:27,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211021,7,0:06:16,50.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211101,7,0:00:17,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211223,7,0:02:28,83.33%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211225,7,0:01:41,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210225,6,0:00:00,71.43%
ubuntu.com/engage/robot-operating-system-choice,20210305,6,0:01:44,50.00%
ubuntu.com/engage/robot-operating-system-choice,20210501,6,0:01:35,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210507,6,0:00:33,80.00%
ubuntu.com/engage/robot-operating-system-choice,20210513,6,0:00:18,50.00%
ubuntu.com/engage/robot-operating-system-choice,20210521,6,0:00:23,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210526,6,0:00:22,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210529,6,0:05:37,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210611,6,0:03:31,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210613,6,0:01:20,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210620,6,0:00:30,50.00%
ubuntu.com/engage/robot-operating-system-choice,20210626,6,0:00:14,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210627,6,0:00:24,50.00%
ubuntu.com/engage/robot-operating-system-choice,20210628,6,0:00:19,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210718,6,0:01:16,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210726,6,0:00:27,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210727,6,0:00:07,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210728,6,0:03:31,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210807,6,0:02:18,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210810,6,0:00:23,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210818,6,0:00:52,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210830,6,0:00:16,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210906,6,0:03:19,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210915,6,0:00:18,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210917,6,0:00:07,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210930,6,0:02:36,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211013,6,0:00:06,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211108,6,0:01:21,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211112,6,0:00:15,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211122,6,0:00:13,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211125,6,0:02:44,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211213,6,0:00:51,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211215,6,0:00:46,75.00%
ubuntu.com/engage/robot-operating-system-choice,20211228,6,0:00:35,83.33%
ubuntu.com/engage/ros-support,20211201,6,0:13:29,33.33%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210129,6,0:04:31,83.33%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210207,6,0:00:00,80.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210210,6,0:00:18,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210325,6,0:01:31,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210410,6,0:00:39,40.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210429,6,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210701,6,0:00:26,60.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210823,6,0:02:24,75.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210904,6,0:01:05,66.67%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211104,6,0:00:19,50.00%
ubuntu.com/engage/robot-operating-system-choice,20210325,5,0:00:00,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210410,5,0:00:43,75.00%
ubuntu.com/engage/robot-operating-system-choice,20210510,5,0:00:51,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210514,5,0:00:40,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210531,5,0:00:13,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210602,5,0:00:44,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210604,5,0:00:13,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210610,5,0:00:38,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210612,5,0:00:40,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210614,5,0:00:09,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210701,5,0:00:13,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210703,5,0:00:23,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210708,5,0:00:11,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210711,5,0:01:22,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210716,5,0:00:07,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210717,5,0:00:15,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210724,5,0:00:41,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210725,5,0:00:28,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210729,5,0:00:15,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210730,5,0:00:05,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210809,5,0:00:27,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210819,5,0:00:14,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210901,5,0:01:12,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210914,5,0:00:30,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210916,5,0:00:30,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210926,5,0:00:21,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211011,5,0:00:51,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211012,5,0:00:12,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211020,5,0:00:15,100.00%
ubuntu.com/engage/robot-operating-system-choice,20211022,5,0:01:11,0.00%
