lead_hashed_id,campaign_joined_date,lead_job_title,lead_industry,lead_country,campaign_name,lead_source,lead_status
5ce993111fcce154324184382f99619c,2021-08-20,Business Development Manager,Electronics,,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Unsubscribed
5db028aa21992301d85f6221afb2ec5a,2021-09-29,none,,CN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
5dccf49409ec9893543e6209c3751df7,2021-11-04,R&D Engineer,,TR,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Twitter organic,Nurture
5ff9bf73727fe977e11f07afdb896587,2021-12-16,Software Engineer,,DK,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Unsubscribed
6068d247ad9d6901a32e473f61ce7bd6,2021-10-26,Student,,IN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
6386167eb2701b5684a8c5231fbca6b7,2021-04-21,schmoe,,US,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Twitter organic,Disqualified
6465e25ae726b429d3cc1bd8b770c225,2021-02-25,Head - Digital & IT,,IN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Twitter organic,Disqualified
64793f152d1ff0686e92fe1cda926760,2021-10-07,carpenter,,CM,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Twitter organic,Disqualified
663ae276305623b66d70e359e76cf179,2021-10-20,gs,,,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
6750e4ac417844d8e0111d2a43fc62d7,2021-05-11,Developer,,US,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
67a10ac0c64f22a31010dee35f833bc8,2021-09-01,Boss (Private User),,DE,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
67b5db3b94a54e8cd53b53b54756dba4,2021-03-24,CEO,,PT,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Unsubscribed
67f50405cbae5022ba6be5f79d7c07d6,2021-12-08,Software developer,,CU,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,MQL
68e2222984ca48b2744def29582ccdc5,2021-03-05,Mr,,PH,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Facebook organic,Nurture
69014fbd01bb5da4fe6f17bed9eb046c,2021-04-08,analyst,,CA,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,LinkedIn organic,Disqualified
6acf7e0d22b2f091324cbdbb4d4ff71c,2021-09-14,Lead developer,,CG,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
6db9785a77b0c007b15a25282bed0128,2021-10-28,Engineering Manager,,US,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
6fc7798e77eb15fe03f5e6bb09d695fb,2021-03-30,engineer,,,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
70021b443762810ec4ecf2942a2a92f1,2021-10-29,Geología biología y química,,MX,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
70fe807df9b25b91d9e10ceab92a486b,2021-08-10,dev,,US,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
713d6703527e40764546ca8fbdc7abd5,2021-12-02,Sr tech,Telecommunications,IN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Twitter organic,Disqualified
73c3549e57c01523febc6ae4cf484504,2021-06-30,CEO,,US,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
7529525fd49b0bb64f879b09bcc2abef,2021-02-24,Firefighter,,US,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
75dd21dd11a35a198f9d71bcdda80e02,2021-08-21,ingeniero,,,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
7631b887fe0791dd740f6ad172fb6ceb,2021-03-13,Director,Manufacturer - Other,KR,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
76cb308c82b952bb8ead524466b8c86a,2021-06-13,Senior Lecturer,,GB,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Facebook organic,Nurture
76fa0f04f49de8e2473ee95c36d559a5,2021-10-28,homie,,PK,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
784d958025ca0fded1adc22fb7a24423,2021-11-05,Manager,,TH,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Twitter organic,Nurture
789a3ec0c6a8516efee715da0685126d,2021-12-02,Software Developer,,DK,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
79a35ea0e221884d3c9f38b05ae93a52,2021-11-29,engineer,,NO,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Facebook organic,Nurture
7ac6bef552334d42e9f0eb40b089a239,2021-07-19,Automation Engineer,,MX,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
7bf6c6c1660db275e781f935b80ec4d9,2021-07-09,scientists,,IN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
7ca845d9b6bd6331301708ce539741e9,2021-10-19,Research Assistant,Education & Training,US,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
7ce44e803c6bb13d914cf444c6f22961,2021-05-20,SR SOFTWARE ENGG,Technology - Software & Services,IN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Twitter organic,Nurture
7ce62d7d109a10f38303867703284170,2021-06-17,manger,,CN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
7d6f7315b23eef70407de12a8b2be36b,2021-10-11,Software engineer,,SE,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
7d9efa3de6944d1e8449424b870c3ee3,2021-08-18,Student,,,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
7dbe7b8cc03ecc887f7bb51f4e7a0709,2021-07-13,project manager,,CN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
80510652f46bb08d403b5a1288159ef8,2021-09-17,ceo,,,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
81bbff25b037271b3058ace98af09ff8,2021-09-20,Software Engineer,,,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
827a771e433f05c17950df814b0693c5,2021-03-06,Student,,CA,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Unsubscribed
83ea61babe39e98bf50a6ca77255cce7,2021-11-29,Consultant,Software Development,KH,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
85b0e25152cfc8544258890c1915f2c3,2021-12-24,seks,,PL,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
870a5dd8e8ecea5829241df36d0eca2e,2021-12-25,CEO,,PH,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
8a25ffe58bc02d13ae5891c84854d0bd,2021-05-25,Research Associate,,PK,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
8a73a219af32eb447c29f25b7403b02b,2021-11-29,a,,AU,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Email,Disqualified
8bfd7ce7ea0c0352afdc391855a38c6b,2021-05-05,Practice Manager,Software Development,IN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
8ca5ea80b3c0a4bac3f969c9a94570fb,2021-12-12,Master's student,,NZ,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
8dde4419bcf4d2f26c11953a26833ea2,2021-09-15,CTO,,KR,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
8e4e697adbc1d58611c0635e02b9d309,2021-02-14,Badness,,US,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
8e77bf8e3b31884b91a90a621b96fa0a,2021-11-09,person,,KR,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
900d5388059f0d43bc105256b2def0d6,2021-12-30,President,Software Development,US,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Twitter organic,Disqualified
920723d3ce05a86afc77e3375834e5c3,2021-09-04,Student,,DK,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Facebook organic,Disqualified
94e217b0c49a11ded16e02eefb8d89d2,2021-04-19,Senior Scientist,,AT,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
959f1117e35633d54984c9fedad8d5d1,2021-11-03,Student,,GB,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
969572b6c413d803431e36d4f3ad2391,2021-09-02,Engineer,,BE,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
977310f060df5839aab273b0a5c9525d,2021-05-14,Design engineer,,IN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
985efcc0085309f9aa52901c5fb62829,2021-09-01,Lead Software Engineer,,AU,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Unsubscribed
98ea1aaa2fb2eed40b33eaae92ba74bd,2021-08-24,Owner,,,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
98eccf67cca1e797366f0c90d356e0cd,2021-07-31,It,,CD,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Facebook organic,Disqualified
9cb9f56071f20c23626f8d370f7f814b,2021-08-10,Developer,,,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
9d3968d51a976e84cd50984f000f3aa8,2021-08-19,CTO,Robotics,NO,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
9e224d46b4e8a09b39909d511e5c061b,2021-02-18,CEO,Software Development,DE,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Unsubscribed
9e3d1aec829da8fdc958bf25640f982b,2021-08-30,R&D,Industrial,DE,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Opportunity
9e83795d9a18897211dd7a4beb2123a0,2021-12-01,engineer,,CN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
a29b44c7c1121b3e521f9023fedda5c7,2021-03-31,Developer,Automotive,EG,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
a2f43c6c1d66129e19cadc46618aea50,2021-07-12,Electronic engineer,,ES,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Facebook organic,Disqualified
a39fcf9c37764deed94195b0bcd682bd,2021-11-10,IT Manager,,AR,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,MQL
a49eefe8d4322f4bd319ac8270ca025f,2021-01-07,Associate Director,Manufacturer - Other,TW,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Facebook organic,Disqualified
a4fcd45b929b483e4ab00c7a02c82c34,2021-11-03,Finance Manager,,ID,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
a67f609de80cb0abab72833da1b0ac4c,2021-05-04,xxxx,,SI,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
a793e5a1fb2a426f2394bf1d8d37335f,2021-09-27,CEO,,US,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
a896e60e068da1bf34074ac612a298b2,2021-12-13,L3,,CN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
a8c79cd8d70891a4ce2fab01ce5c8c6a,2021-03-16,Owner/Operator,,US,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
aaf4f6f3251fb00784a2b6388d7c8d91,2021-11-10,Student,Software Development,IN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
abb7a899d5397913e01800148df5c148,2021-03-09,Product Architect,,US,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
aeb80d24d1034997941aff59da2f2ea3,2021-01-16,Co-Founder,Software Development,SE,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Facebook organic,Unsubscribed
aeddefc3070a653a5da1ee4c5b685f19,2021-10-07,Research Associate Professor,Education & Training,,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
b67f586e2c868477ba6828927ca83dae,2021-05-05,CEO,Information Technology,NG,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
b72c0fe76ce8f7905ff28b88072690d3,2021-04-09,Consultant,Software Development,IN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
b73d3113ac7b4eef1d4556e2af1e3588,2021-04-21,consultant,Software Development,MX,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Twitter organic,Nurture
b78cdafcbf720e46f6a2690f84a7febb,2021-03-15,Tecnico,,,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
b8d47dfeebc37d809fa729ba45c997a1,2021-01-05,Mechatronics Engineer,Government,AU,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
b9004d0f8c7bdc0bf7eb29139a2d94cd,2021-08-16,ssdw,,,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
b9f1bf71dbc1e345493ca6b8e04f9df9,2021-11-10,Owner,Other,US,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
baf85b41692641271d41225310ebee4a,2021-06-18,Programmer,,AR,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Twitter organic,Disqualified
bbfbca3e25e206b748c719d938fc18cd,2021-10-26,Head delivery,Retail & e-commerce,IN,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Unsubscribed
bcb6c58fb33ef6cf05c9db39dda418b4,2021-04-21,Junior Software engineer,Banking & Finance,,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,Twitter organic,Nurture
c07d707278843c361f23a9675432e05d,2021-12-20,Automation Engineer,,US,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Nurture
c11e916944475b6ef96234716251af24,2021-07-30,Team Lead,,CA,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,MQL
c324f138ed6217ecb4d218432857f936,2021-02-25,Engineer,,DE,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
c3492a2344727fe6f3084fde60f8c77a,2021-08-15,N/A,,,2) FY19_IOT_Robotics_Whitepaper_OSconsiderations,,Disqualified
